Year,State Name,Data Value
2019,Alabama,8643.0
2019,Alaska,5825.0
2019,Arizona,78518.0
2019,Arkansas,4739.0
2019,California,166377.0
2019,Colorado,38084.0
2019,Connecticut,63322.0
2019,Delaware,22424.0
2019,District of Columbia,15518.0
2019,Florida,110093.0
2019,Georgia,61056.0
2019,Hawaii,7251.0
2019,Idaho,3060.0
2019,Illinois,136126.0
2019,Indiana,67202.0
2019,Iowa,11271.0
2019,Kansas,8141.0
2019,Kentucky,64164.0
2019,Louisiana,14106.0
2019,Maine,17692.0
2019,Maryland,127202.0
2019,Massachusetts,116204.0
2019,Michigan,88850.0
2019,Minnesota,8585.0
2019,Mississippi,13150.0
2019,Missouri,72072.0
2019,Montana,1566.0
2019,Nebraska,1747.0
2019,Nevada,31040.0
2019,New Hampshire,20583.0
2019,New Jersey,153624.0
2019,New Mexico,25482.0
2019,New York,111412.0
2019,New York City,80211.0
2019,North Carolina,115142.0
2019,North Dakota,951.0
2019,Ohio,206762.0
2019,Oklahoma,22400.0
2019,Oregon,23349.0
2019,Pennsylvania,52089.0
2019,Rhode Island,17315.0
2019,South Carolina,55856.0
2019,South Dakota,2412.0
2019,Tennessee,97156.0
2019,Texas,107285.0
2019,United States,3184843.0
2019,Utah,28794.0
2019,Vermont,7135.0
2019,Virginia,77515.0
2019,Washington,51321.0
2019,West Virginia,45528.0
2019,Wisconsin,55857.0
2019,Wyoming,2822.0
