Year,State Name,Data Value
2020,Alabama,10624.0
2020,Alaska,6232.0
2020,Arizona,106644.0
2020,Arkansas,5325.0
2020,California,326936.0
2020,Colorado,57402.0
2020,Connecticut,74563.0
2020,Delaware,26051.0
2020,District of Columbia,23412.0
2020,Florida,279907.0
2020,Georgia,75835.0
2020,Hawaii,7808.0
2020,Idaho,4813.0
2020,Illinois,175904.0
2020,Indiana,101042.0
2020,Iowa,15222.0
2020,Kansas,15740.0
2020,Kentucky,88413.0
2020,Louisiana,19651.0
2020,Maine,23621.0
2020,Maryland,135993.0
2020,Massachusetts,123514.0
2020,Michigan,81794.0
2020,Minnesota,11109.0
2020,Mississippi,21238.0
2020,Missouri,82829.0
2020,Montana,4274.0
2020,Nebraska,2147.0
2020,Nevada,34793.0
2020,New Hampshire,20278.0
2020,New Jersey,161147.0
2020,New Mexico,33808.0
2020,New York,136336.0
2020,New York City,108430.0
2020,North Carolina,138550.0
2020,North Dakota,1321.0
2020,Ohio,239136.0
2020,Oklahoma,23847.0
2020,Oregon,28582.0
2020,Pennsylvania,58887.0
2020,Rhode Island,18883.0
2020,South Carolina,77069.0
2020,South Dakota,2843.0
2020,Tennessee,132398.0
2020,Texas,137266.0
2020,United States,3981091.0
2020,Utah,28471.0
2020,Vermont,7660.0
2020,Virginia,99238.0
2020,Washington,65587.0
2020,West Virginia,59457.0
2020,Wisconsin,72673.0
2020,Wyoming,3626.0
